Time,W730,W840,W1060,W1290,W1520
2020-01-06T00:00:00,0.542,0.257,1.741,6.961,0.494
2020-01-07T00:00:00,0.000,0.005,0.020,0.064,0.005
2020-01-08T00:00:00,0.041,0.948,0.003,0.058,0.025
2020-01-09T00:00:00,0.243,0.445,0.210,0.093,0.619
2020-01-10T00:00:00,0.397,2.515,0.017,0.289,0.293
2020-01-11T00:00:00,0.000,0.031,0.000,0.000,0.079
2020-01-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-01-13T00:00:00,0.000,0.012,0.000,0.000,0.000
2020-01-14T00:00:00,0.000,0.003,0.000,0.000,0.000
2020-01-15T00:00:00,0.000,0.327,0.000,0.000,0.000
2020-01-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-01-17T00:00:00,0.000,1.147,0.000,0.000,0.000
2020-01-18T00:00:00,0.022,6.555,0.031,0.003,1.064
2020-01-19T00:00:00,0.071,0.010,0.000,0.118,0.001
2020-01-20T00:00:00,0.307,0.000,1.580,4.740,0.247
2020-01-21T00:00:00,0.062,0.000,0.045,1.976,0.000
2020-01-22T00:00:00,0.003,0.000,0.000,0.101,0.000
2020-01-23T00:00:00,0.000,0.019,0.002,0.092,0.037
2020-01-24T00:00:00,0.424,0.012,1.314,0.890,0.084
2020-01-25T00:00:00,0.088,0.000,0.016,0.145,0.000
2020-01-26T00:00:00,0.004,0.030,0.000,0.000,0.000
2020-01-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-01-28T00:00:00,0.000,0.001,0.000,0.000,0.000
2020-01-29T00:00:00,0.000,0.057,0.000,0.000,0.000
2020-01-30T00:00:00,0.000,0.263,0.000,0.006,0.000
2020-01-31T00:00:00,0.169,0.498,3.154,2.436,1.522
2020-02-01T00:00:00,0.000,0.022,0.015,0.018,0.072
2020-02-02T00:00:00,0.342,0.013,2.687,1.955,0.036
2020-02-03T00:00:00,0.103,0.006,0.093,0.524,0.003
2020-02-04T00:00:00,0.000,0.000,0.000,0.003,0.000
2020-02-05T00:00:00,0.000,0.000,0.000,0.081,0.000
2020-02-06T00:00:00,0.000,0.000,0.062,0.086,0.000
2020-02-07T00:00:00,0.001,0.000,0.000,0.003,0.000
2020-02-08T00:00:00,0.021,0.000,0.000,0.019,0.000
2020-02-09T00:00:00,0.001,0.165,0.040,0.011,0.000
2020-02-10T00:00:00,0.001,0.000,0.015,0.281,0.000
2020-02-11T00:00:00,0.000,0.000,0.000,0.004,0.000
2020-02-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-02-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-02-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-02-15T00:00:00,0.000,0.000,0.086,0.167,0.024
2020-02-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-02-17T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-02-18T00:00:00,0.054,0.000,0.116,1.826,0.000
2020-02-19T00:00:00,0.088,0.000,0.559,3.249,0.136
2020-02-20T00:00:00,0.000,0.000,0.006,0.180,0.012
2020-02-21T00:00:00,0.703,0.008,0.000,1.128,0.000
2020-02-22T00:00:00,0.306,1.439,0.008,0.382,0.401
2020-02-23T00:00:00,0.399,1.044,0.008,0.243,0.196
2020-02-24T00:00:00,0.310,0.250,0.238,0.528,2.475
2020-02-25T00:00:00,0.174,0.060,0.029,0.133,0.637
2020-02-26T00:00:00,0.250,1.083,4.087,3.091,9.198
2020-02-27T00:00:00,0.562,3.420,6.151,8.575,3.015
2020-02-28T00:00:00,0.456,0.362,0.170,0.718,0.001
2020-02-29T00:00:00,0.000,0.000,0.000,0.011,0.000
2020-03-01T00:00:00,0.000,0.005,0.000,0.000,0.000
2020-03-02T00:00:00,0.247,0.226,0.102,0.294,2.392
2020-03-03T00:00:00,0.251,0.200,0.743,3.055,1.229
2020-03-04T00:00:00,0.309,3.658,5.790,1.584,4.752
2020-03-05T00:00:00,0.003,0.115,0.575,0.269,1.805
2020-03-06T00:00:00,0.013,0.159,0.606,0.366,0.712
2020-03-07T00:00:00,0.061,1.205,1.502,0.212,4.059
2020-03-08T00:00:00,0.478,3.685,1.132,1.962,4.460
2020-03-09T00:00:00,0.700,0.009,0.079,2.749,0.033
2020-03-10T00:00:00,0.000,0.000,0.003,0.003,0.000
2020-03-11T00:00:00,0.023,0.000,0.097,1.017,0.000
2020-03-12T00:00:00,0.023,0.002,0.069,0.938,0.012
2020-03-13T00:00:00,0.000,0.017,0.000,0.016,0.000
2020-03-14T00:00:00,0.004,2.431,0.019,0.000,1.114
2020-03-15T00:00:00,0.673,0.955,0.209,0.340,2.867
2020-03-16T00:00:00,0.547,3.136,0.038,0.539,0.345
2020-03-17T00:00:00,0.073,0.000,0.003,0.761,0.000
2020-03-18T00:00:00,0.000,0.000,0.000,0.027,0.000
2020-03-19T00:00:00,0.737,0.765,0.177,0.120,0.486
2020-03-20T00:00:00,0.233,0.225,0.053,0.065,1.521
2020-03-21T00:00:00,1.330,0.246,0.220,1.027,3.009
2020-03-22T00:00:00,0.812,1.338,2.917,0.690,7.258
2020-03-23T00:00:00,0.262,0.552,1.080,0.264,2.191
2020-03-24T00:00:00,1.293,1.254,0.787,0.179,1.087
2020-03-25T00:00:00,1.064,0.104,0.075,0.095,0.010
2020-03-26T00:00:00,0.032,2.243,0.329,0.810,2.151
2020-03-27T00:00:00,0.016,0.351,0.001,0.004,0.036
2020-03-28T00:00:00,0.010,0.475,0.249,0.173,1.905
2020-03-29T00:00:00,0.108,0.659,0.081,6.058,0.000
2020-03-30T00:00:00,0.043,0.000,0.000,0.518,0.000
2020-03-31T00:00:00,0.079,0.000,0.000,0.143,0.016
2020-04-01T00:00:00,0.000,0.000,0.000,0.007,0.001
2020-04-02T00:00:00,0.478,6.161,0.483,3.767,6.649
2020-04-03T00:00:00,0.581,0.488,0.825,4.970,2.274
2020-04-04T00:00:00,0.637,0.024,0.441,1.702,0.083
2020-04-05T00:00:00,1.239,0.055,0.067,0.764,0.007
2020-04-06T00:00:00,0.144,0.008,0.001,0.096,0.000
2020-04-07T00:00:00,0.942,0.036,0.341,0.968,0.182
2020-04-08T00:00:00,1.023,0.024,0.016,1.584,0.264
2020-04-09T00:00:00,0.142,0.806,1.223,1.195,5.292
2020-04-10T00:00:00,0.898,1.252,5.706,1.958,10.704
2020-04-11T00:00:00,0.048,0.041,0.157,0.253,0.196
2020-04-12T00:00:00,0.257,0.405,0.975,0.088,4.514
2020-04-13T00:00:00,0.200,0.000,0.049,0.338,0.483
2020-04-14T00:00:00,0.000,0.000,0.000,0.218,0.000
2020-04-15T00:00:00,0.000,4.468,0.000,0.000,2.700
2020-04-16T00:00:00,0.001,0.522,9.159,0.161,12.846
2020-04-17T00:00:00,0.386,0.761,10.867,0.135,18.832
2020-04-18T00:00:00,0.493,1.891,8.710,3.599,7.116
2020-04-19T00:00:00,0.471,2.209,11.764,2.834,12.193
2020-04-20T00:00:00,1.080,1.006,15.645,13.100,14.848
2020-04-21T00:00:00,0.326,0.379,1.790,4.527,6.375
2020-04-22T00:00:00,1.012,3.073,11.958,9.004,8.466
2020-04-23T00:00:00,2.187,0.916,5.072,7.459,2.805
2020-04-24T00:00:00,2.645,3.691,14.311,3.972,28.544
2020-04-25T00:00:00,2.954,1.753,12.333,6.992,8.855
2020-04-26T00:00:00,0.539,0.902,0.737,1.199,2.983
2020-04-27T00:00:00,0.107,0.062,1.002,0.399,8.890
2020-04-28T00:00:00,0.088,4.876,3.241,2.648,3.218
2020-04-29T00:00:00,1.541,1.992,3.731,7.395,14.055
2020-04-30T00:00:00,3.947,3.935,7.501,6.420,4.669
2020-05-01T00:00:00,0.228,2.888,3.052,0.554,6.667
2020-05-02T00:00:00,0.003,1.503,0.408,0.147,2.071
2020-05-03T00:00:00,0.138,0.865,8.207,1.128,4.188
2020-05-04T00:00:00,0.711,1.008,3.194,1.036,0.709
2020-05-05T00:00:00,0.909,7.849,4.948,5.009,1.506
2020-05-06T00:00:00,0.906,0.092,11.668,2.222,9.782
2020-05-07T00:00:00,0.897,0.078,1.443,8.338,7.265
2020-05-08T00:00:00,1.021,1.216,6.461,7.575,6.873
2020-05-09T00:00:00,0.554,0.253,1.135,2.977,1.131
2020-05-10T00:00:00,0.043,0.004,0.577,0.025,0.079
2020-05-11T00:00:00,0.004,1.414,0.536,0.011,7.830
2020-05-12T00:00:00,1.018,0.701,0.206,0.486,5.173
2020-05-13T00:00:00,3.002,2.913,5.719,10.743,1.391
2020-05-14T00:00:00,3.069,1.263,12.440,12.854,16.964
2020-05-15T00:00:00,0.018,0.053,3.766,0.212,5.661
2020-05-16T00:00:00,4.020,0.873,8.740,12.673,17.923
2020-05-17T00:00:00,1.352,2.800,16.802,7.981,18.067
2020-05-18T00:00:00,0.156,0.139,0.308,1.115,1.869
2020-05-19T00:00:00,0.337,0.118,0.095,0.670,5.180
2020-05-20T00:00:00,0.203,4.532,0.558,0.295,0.870
2020-05-21T00:00:00,2.304,2.939,15.476,3.266,25.158
2020-05-22T00:00:00,12.292,2.782,33.417,31.598,42.848
2020-05-23T00:00:00,3.488,0.262,16.392,15.171,12.220
2020-05-24T00:00:00,2.462,7.339,19.186,24.917,38.807
2020-05-25T00:00:00,7.208,5.233,16.796,40.380,57.216
2020-05-26T00:00:00,4.855,3.865,36.445,32.257,35.993
2020-05-27T00:00:00,1.558,3.108,37.812,15.657,18.883
2020-05-28T00:00:00,0.981,5.635,2.000,3.479,3.841
2020-05-29T00:00:00,0.025,0.191,4.244,0.567,1.629
2020-05-30T00:00:00,0.514,2.444,4.711,6.605,2.824
2020-05-31T00:00:00,6.498,1.381,2.760,2.162,17.617
2020-06-01T00:00:00,4.813,1.498,12.032,9.649,28.069
2020-06-02T00:00:00,6.306,0.989,8.612,22.440,13.340
2020-06-03T00:00:00,7.004,0.920,17.276,25.613,8.661
2020-06-04T00:00:00,4.704,0.109,6.919,14.181,7.199
2020-06-05T00:00:00,2.197,1.743,6.350,8.951,3.711
2020-06-06T00:00:00,3.125,2.840,26.019,13.700,35.714
2020-06-07T00:00:00,2.864,1.407,5.288,11.063,6.087
2020-06-08T00:00:00,1.917,0.534,1.577,5.358,5.675
2020-06-09T00:00:00,3.612,1.098,1.490,4.483,9.487
2020-06-10T00:00:00,1.746,0.244,0.825,0.544,0.648
2020-06-11T00:00:00,2.330,0.053,10.329,8.363,1.674
2020-06-12T00:00:00,1.466,0.130,9.320,6.800,5.229
2020-06-13T00:00:00,1.449,0.280,3.428,9.892,10.451
2020-06-14T00:00:00,0.689,0.232,6.224,14.925,15.428
2020-06-15T00:00:00,1.541,0.659,5.228,5.627,18.012
2020-06-16T00:00:00,1.575,2.819,9.101,8.045,20.633
2020-06-17T00:00:00,3.906,3.139,11.773,6.945,15.923
2020-06-18T00:00:00,0.785,1.215,15.702,13.341,40.261
2020-06-19T00:00:00,3.730,2.613,16.582,4.819,24.447
2020-06-20T00:00:00,1.271,1.981,7.247,6.063,8.454
2020-06-21T00:00:00,2.488,5.744,10.004,10.074,4.902
2020-06-22T00:00:00,2.358,2.032,1.428,14.781,8.289
2020-06-23T00:00:00,11.464,2.323,4.879,25.798,14.565
2020-06-24T00:00:00,8.027,9.891,5.231,38.351,8.015
2020-06-25T00:00:00,2.874,4.328,22.678,29.688,43.652
2020-06-26T00:00:00,6.825,4.044,34.652,21.866,45.695
2020-06-27T00:00:00,5.728,0.392,27.923,32.213,37.112
2020-06-28T00:00:00,5.127,0.880,25.778,12.693,23.676
2020-06-29T00:00:00,2.028,0.563,2.566,3.682,11.846
2020-06-30T00:00:00,0.860,1.129,8.775,0.776,3.945
2020-07-01T00:00:00,5.893,2.683,7.102,10.405,12.346
2020-07-02T00:00:00,5.170,3.241,8.248,23.527,33.779
2020-07-03T00:00:00,3.380,1.950,4.783,7.231,23.651
2020-07-04T00:00:00,2.310,0.752,0.627,5.650,7.161
2020-07-05T00:00:00,3.383,3.875,6.102,11.102,4.397
2020-07-06T00:00:00,0.879,1.165,9.921,8.920,13.787
2020-07-07T00:00:00,0.927,4.560,10.446,7.229,12.766
2020-07-08T00:00:00,3.698,6.079,7.118,19.230,11.557
2020-07-09T00:00:00,1.663,1.280,10.033,31.442,20.757
2020-07-10T00:00:00,14.751,7.969,25.697,60.658,43.305
2020-07-11T00:00:00,13.107,5.614,26.564,40.953,20.480
2020-07-12T00:00:00,7.183,1.712,16.014,17.279,46.462
2020-07-13T00:00:00,2.923,2.469,7.229,3.618,24.968
2020-07-14T00:00:00,0.771,1.365,4.070,4.209,18.290
2020-07-15T00:00:00,0.522,1.748,14.813,10.411,3.623
2020-07-16T00:00:00,7.415,1.405,4.491,16.458,6.386
2020-07-17T00:00:00,3.958,2.159,3.081,20.666,10.281
2020-07-18T00:00:00,4.361,5.054,5.192,15.336,11.846
2020-07-19T00:00:00,6.119,5.431,10.363,26.306,36.060
2020-07-20T00:00:00,15.105,3.833,13.934,35.301,19.597
2020-07-21T00:00:00,12.622,3.418,15.085,17.668,32.632
2020-07-22T00:00:00,8.542,2.516,6.921,9.994,17.328
2020-07-23T00:00:00,3.971,1.336,8.312,3.435,5.903
2020-07-24T00:00:00,5.682,3.504,7.544,3.475,11.925
2020-07-25T00:00:00,5.047,2.721,7.617,7.978,9.426
2020-07-26T00:00:00,3.093,5.441,0.702,6.799,3.581
2020-07-27T00:00:00,0.565,4.070,8.066,4.694,20.709
2020-07-28T00:00:00,2.171,1.348,8.014,9.126,24.256
2020-07-29T00:00:00,7.470,3.258,11.367,8.867,5.565
2020-07-30T00:00:00,13.105,7.465,17.564,31.207,25.828
2020-07-31T00:00:00,5.996,12.577,11.857,9.442,22.456
2020-08-01T00:00:00,4.613,14.048,5.357,1.360,30.161
2020-08-02T00:00:00,2.793,1.425,1.618,1.454,4.300
2020-08-03T00:00:00,7.273,2.597,1.934,0.829,6.736
2020-08-04T00:00:00,3.456,5.797,0.585,0.729,3.815
2020-08-05T00:00:00,0.594,4.446,1.147,0.143,6.518
2020-08-06T00:00:00,0.381,2.034,1.233,0.075,22.709
2020-08-07T00:00:00,1.148,0.992,3.076,6.984,5.937
2020-08-08T00:00:00,7.647,1.541,3.798,20.366,0.795
2020-08-09T00:00:00,7.673,5.545,9.495,24.667,16.341
2020-08-10T00:00:00,6.479,8.008,8.055,21.762,15.505
2020-08-11T00:00:00,12.772,12.727,3.647,28.310,24.026
2020-08-12T00:00:00,6.585,4.975,8.117,16.260,33.270
2020-08-13T00:00:00,2.882,2.612,9.396,7.582,13.347
2020-08-14T00:00:00,6.710,2.414,15.756,13.789,6.564
2020-08-15T00:00:00,16.795,13.336,11.508,4.547,5.153
2020-08-16T00:00:00,2.477,7.211,6.428,12.315,5.037
2020-08-17T00:00:00,13.183,2.897,11.044,17.714,10.794
2020-08-18T00:00:00,0.881,0.541,11.200,7.363,6.953
2020-08-19T00:00:00,0.016,1.044,3.500,0.355,3.617
2020-08-20T00:00:00,0.037,0.351,14.736,2.607,16.942
2020-08-21T00:00:00,0.179,0.887,6.845,3.669,9.564
2020-08-22T00:00:00,0.778,2.239,4.722,5.419,10.140
2020-08-23T00:00:00,0.803,2.595,4.959,5.411,12.762
2020-08-24T00:00:00,0.878,1.910,1.108,2.515,7.876
2020-08-25T00:00:00,0.814,1.504,6.346,0.642,5.431
2020-08-26T00:00:00,0.482,2.232,7.938,2.469,3.756
2020-08-27T00:00:00,0.103,2.449,0.310,2.498,5.513
2020-08-28T00:00:00,0.060,0.207,1.328,5.652,3.673
2020-08-29T00:00:00,1.423,0.263,3.665,12.326,3.611
2020-08-30T00:00:00,3.102,1.212,3.651,16.713,5.226
2020-08-31T00:00:00,0.921,1.518,4.654,4.553,18.926
2020-09-01T00:00:00,0.122,0.958,10.065,0.754,19.527
2020-09-02T00:00:00,0.256,1.125,0.398,0.443,6.605
2020-09-03T00:00:00,0.388,1.429,1.262,4.855,2.520
2020-09-04T00:00:00,2.391,0.290,4.822,11.517,1.583
2020-09-05T00:00:00,3.449,0.975,8.061,8.066,8.935
2020-09-06T00:00:00,6.520,0.959,16.855,13.175,42.046
2020-09-07T00:00:00,7.442,1.357,5.281,4.968,19.970
2020-09-08T00:00:00,1.521,0.502,9.404,3.946,23.829
2020-09-09T00:00:00,2.083,1.108,1.457,3.907,10.274
2020-09-10T00:00:00,2.777,1.456,4.893,5.359,5.225
2020-09-11T00:00:00,5.474,0.772,3.874,8.178,15.520
2020-09-12T00:00:00,4.807,0.699,5.470,15.803,11.111
2020-09-13T00:00:00,2.553,0.792,3.309,12.473,16.178
2020-09-14T00:00:00,3.610,0.210,6.988,35.596,10.208
2020-09-15T00:00:00,3.837,0.474,7.040,20.892,47.982
2020-09-16T00:00:00,2.916,1.682,6.783,17.472,22.427
2020-09-17T00:00:00,5.896,0.872,11.038,31.311,28.430
2020-09-18T00:00:00,1.623,0.304,2.846,14.802,11.518
2020-09-19T00:00:00,1.233,0.257,1.150,1.192,4.309
2020-09-20T00:00:00,0.301,0.757,0.295,0.098,2.309
2020-09-21T00:00:00,0.154,0.011,8.588,2.219,6.280
2020-09-22T00:00:00,0.907,0.390,21.202,6.041,29.717
2020-09-23T00:00:00,6.492,1.555,24.319,17.413,40.223
2020-09-24T00:00:00,5.462,4.493,14.245,17.313,44.176
2020-09-25T00:00:00,4.640,2.423,18.099,16.270,13.273
2020-09-26T00:00:00,2.407,1.156,15.225,22.620,38.763
2020-09-27T00:00:00,0.421,0.194,12.156,7.296,61.262
2020-09-28T00:00:00,0.902,0.031,1.304,9.735,3.011
2020-09-29T00:00:00,0.093,0.061,0.268,0.724,1.663
2020-09-30T00:00:00,0.005,0.092,0.360,0.003,3.240
2020-10-01T00:00:00,2.414,0.945,2.120,3.377,0.799
2020-10-02T00:00:00,0.270,0.018,3.978,10.333,2.241
2020-10-03T00:00:00,0.231,0.000,6.916,3.727,2.382
2020-10-04T00:00:00,1.497,0.013,4.049,7.092,1.329
2020-10-05T00:00:00,0.488,0.038,6.640,6.088,2.392
2020-10-06T00:00:00,0.454,0.026,6.695,15.239,14.651
2020-10-07T00:00:00,0.432,0.041,8.835,12.269,12.721
2020-10-08T00:00:00,1.151,0.002,4.787,2.775,6.664
2020-10-09T00:00:00,0.000,0.000,0.171,0.014,0.038
2020-10-10T00:00:00,0.000,0.000,0.190,0.015,0.001
2020-10-11T00:00:00,0.000,0.000,4.140,0.763,0.000
2020-10-12T00:00:00,0.001,0.018,0.719,0.029,0.332
2020-10-13T00:00:00,0.000,0.000,0.606,0.181,0.005
2020-10-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-10-15T00:00:00,0.000,0.000,0.669,0.002,0.041
2020-10-16T00:00:00,0.000,0.000,0.000,0.000,0.010
2020-10-17T00:00:00,0.088,0.000,0.000,0.815,0.000
2020-10-18T00:00:00,0.000,0.000,0.028,0.006,0.000
2020-10-19T00:00:00,0.080,0.000,4.251,4.080,0.004
2020-10-20T00:00:00,0.006,0.498,1.191,0.787,0.010
2020-10-21T00:00:00,0.049,0.004,0.427,1.585,0.001
2020-10-22T00:00:00,0.020,0.000,1.245,1.060,0.771
2020-10-23T00:00:00,0.220,0.010,13.123,9.366,3.450
2020-10-24T00:00:00,0.346,0.000,29.041,9.895,17.123
2020-10-25T00:00:00,0.686,0.001,11.505,10.226,20.733
2020-10-26T00:00:00,0.161,0.482,0.730,0.155,12.582
2020-10-27T00:00:00,0.341,0.700,0.368,0.270,3.073
2020-10-28T00:00:00,0.170,0.014,0.015,0.006,0.001
2020-10-29T00:00:00,0.000,0.000,0.000,0.001,0.000
2020-10-30T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-10-31T00:00:00,0.000,0.000,0.092,0.007,0.000
2020-11-01T00:00:00,0.001,0.000,1.274,0.307,0.064
2020-11-02T00:00:00,0.000,0.010,2.082,0.240,0.195
2020-11-03T00:00:00,0.031,0.000,0.069,1.070,0.138
2020-11-04T00:00:00,0.440,0.018,0.588,10.885,0.000
2020-11-05T00:00:00,0.751,0.035,0.026,1.898,0.000
2020-11-06T00:00:00,0.283,0.000,0.000,0.199,0.000
2020-11-07T00:00:00,0.000,0.001,0.000,0.005,0.011
2020-11-08T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-11T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-15T00:00:00,0.000,0.004,0.001,0.000,0.054
2020-11-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-17T00:00:00,0.106,1.707,0.000,0.009,0.000
2020-11-18T00:00:00,0.197,0.010,2.370,1.466,0.003
2020-11-19T00:00:00,0.011,0.000,0.212,0.234,0.000
2020-11-20T00:00:00,0.000,0.000,0.000,0.025,0.000
2020-11-21T00:00:00,0.002,0.000,0.003,0.157,0.000
2020-11-22T00:00:00,0.064,0.000,1.175,1.100,0.349
2020-11-23T00:00:00,0.117,0.000,0.072,0.338,0.000
2020-11-24T00:00:00,0.074,0.000,0.000,0.008,0.000
2020-11-25T00:00:00,0.089,0.000,0.000,0.015,0.000
2020-11-26T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-11-27T00:00:00,0.000,0.004,0.000,0.000,0.052
2020-11-28T00:00:00,0.205,0.007,0.126,0.184,0.026
2020-11-29T00:00:00,0.191,0.001,0.115,0.149,0.000
2020-11-30T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-01T00:00:00,0.000,0.000,0.000,0.021,0.000
2020-12-02T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-03T00:00:00,0.000,0.000,0.016,0.000,0.000
2020-12-04T00:00:00,0.000,0.000,0.000,0.001,0.000
2020-12-05T00:00:00,0.016,0.225,0.045,0.000,2.230
2020-12-06T00:00:00,0.039,0.020,0.076,1.416,0.515
2020-12-07T00:00:00,0.009,0.088,0.101,0.234,0.850
2020-12-08T00:00:00,0.053,0.168,0.001,0.101,0.104
2020-12-09T00:00:00,0.000,0.000,0.000,0.000,0.004
2020-12-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-11T00:00:00,0.000,0.000,0.000,0.000,0.003
2020-12-12T00:00:00,0.000,0.004,0.001,0.000,0.050
2020-12-13T00:00:00,0.000,0.045,0.000,0.003,0.000
2020-12-14T00:00:00,0.002,0.000,0.000,0.025,0.000
2020-12-15T00:00:00,0.015,0.000,0.105,0.284,0.000
2020-12-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-17T00:00:00,0.025,0.000,0.000,0.884,0.000
2020-12-18T00:00:00,0.109,0.000,0.302,1.160,0.000
2020-12-19T00:00:00,0.085,0.000,0.040,1.601,0.013
2020-12-20T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-22T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-25T00:00:00,0.007,0.000,0.000,0.070,0.000
2020-12-26T00:00:00,0.017,0.026,0.000,0.162,0.000
2020-12-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-29T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-30T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-12-31T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-01T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-02T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-03T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-04T00:00:00,0.000,0.017,0.000,0.000,0.000
2021-01-05T00:00:00,0.000,2.194,0.000,0.000,0.000
2021-01-06T00:00:00,0.012,0.137,0.003,0.000,0.025
2021-01-07T00:00:00,0.000,0.080,0.000,0.000,0.000
2021-01-08T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-10T00:00:00,0.000,0.000,0.000,0.002,0.000
2021-01-11T00:00:00,0.000,0.000,0.000,0.042,0.000
2021-01-12T00:00:00,0.009,0.020,0.041,0.295,0.234
2021-01-13T00:00:00,0.040,0.000,0.189,1.774,0.004
2021-01-14T00:00:00,0.000,0.000,0.000,0.002,0.000
2021-01-15T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-17T00:00:00,0.117,0.019,0.000,0.006,0.024
2021-01-18T00:00:00,0.000,0.000,0.000,0.007,0.000
2021-01-19T00:00:00,0.098,0.000,0.045,0.449,0.000
2021-01-20T00:00:00,0.282,0.121,4.039,2.782,1.495
2021-01-21T00:00:00,0.174,0.107,3.807,3.818,2.063
2021-01-22T00:00:00,0.061,0.000,0.030,0.793,0.000
2021-01-23T00:00:00,0.000,0.000,0.000,0.114,0.000
2021-01-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-25T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-26T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-29T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-01-30T00:00:00,0.000,0.000,0.000,0.022,0.000
2021-01-31T00:00:00,0.000,0.000,0.504,0.389,0.000
2021-02-01T00:00:00,0.000,0.000,0.000,0.063,0.000
2021-02-02T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-03T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-04T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-05T00:00:00,0.047,0.005,0.001,0.000,0.000
2021-02-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-07T00:00:00,0.259,0.496,0.098,0.190,0.142
2021-02-08T00:00:00,0.301,0.025,0.093,0.063,0.103
2021-02-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-11T00:00:00,0.192,0.019,0.013,0.004,0.002
2021-02-12T00:00:00,0.242,0.020,0.041,0.028,0.002
2021-02-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-15T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-16T00:00:00,0.141,0.883,0.002,0.243,0.163
2021-02-17T00:00:00,0.241,0.775,0.808,0.564,0.067
2021-02-18T00:00:00,0.307,0.295,0.003,0.199,0.094
2021-02-19T00:00:00,0.131,0.086,0.000,0.331,0.071
2021-02-20T00:00:00,0.199,0.096,0.000,0.232,0.000
2021-02-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-22T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-02-25T00:00:00,0.008,0.000,0.000,0.078,0.000
2021-02-26T00:00:00,0.003,0.000,0.773,0.032,0.347
2021-02-27T00:00:00,0.011,0.089,0.933,0.155,1.599
2021-02-28T00:00:00,0.037,0.292,0.679,0.676,2.762
2021-03-01T00:00:00,0.055,0.325,0.219,1.201,4.196
2021-03-02T00:00:00,0.036,0.137,0.009,1.607,0.029
2021-03-03T00:00:00,0.041,0.028,0.014,1.142,0.386
