Time,W730,W840,W1060,W1290,W1520
2018-11-09T00:00:00,0.000,0.000,0.000,0.002,0.000
2018-11-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-11T00:00:00,0.000,0.000,0.000,0.000,0.004
2018-11-12T00:00:00,0.126,0.000,0.000,0.117,0.000
2018-11-13T00:00:00,0.015,0.000,0.000,0.014,0.000
2018-11-14T00:00:00,0.000,0.164,0.000,0.002,0.004
2018-11-15T00:00:00,0.096,0.096,0.171,0.463,0.381
2018-11-16T00:00:00,0.466,0.019,3.613,7.771,0.374
2018-11-17T00:00:00,0.289,0.000,1.064,6.145,0.002
2018-11-18T00:00:00,0.208,0.000,0.272,6.708,0.000
2018-11-19T00:00:00,0.011,0.004,0.001,0.012,0.053
2018-11-20T00:00:00,0.000,0.000,0.000,0.001,0.000
2018-11-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-22T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-25T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-26T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-29T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-11-30T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-01T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-02T00:00:00,0.004,0.000,0.000,0.042,0.010
2018-12-03T00:00:00,0.003,0.000,0.021,0.034,0.000
2018-12-04T00:00:00,0.020,0.037,0.000,0.001,0.000
2018-12-05T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-07T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-08T00:00:00,0.041,0.032,0.000,0.060,0.000
2018-12-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-10T00:00:00,0.026,0.000,0.000,0.029,0.000
2018-12-11T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-12T00:00:00,0.000,0.000,0.109,0.015,0.000
2018-12-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-14T00:00:00,0.001,0.076,0.000,0.000,0.000
2018-12-15T00:00:00,0.001,0.080,0.000,0.002,0.000
2018-12-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-17T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-18T00:00:00,1.674,1.790,4.812,2.164,3.061
2018-12-19T00:00:00,9.130,3.579,20.899,12.439,8.011
2018-12-20T00:00:00,0.046,0.000,0.000,0.971,0.000
2018-12-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-22T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-25T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-26T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2018-12-29T00:00:00,0.108,0.056,0.788,0.254,0.947
2018-12-30T00:00:00,0.000,0.000,0.000,0.018,0.000
2018-12-31T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-01T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-02T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-03T00:00:00,0.121,0.000,0.000,0.084,0.000
2019-01-04T00:00:00,0.438,0.017,0.425,2.107,0.076
2019-01-05T00:00:00,0.000,0.000,0.000,0.001,0.000
2019-01-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-07T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-08T00:00:00,0.292,0.640,0.000,0.027,0.000
2019-01-09T00:00:00,0.015,0.000,0.000,0.144,0.000
2019-01-10T00:00:00,0.217,0.060,0.716,1.558,0.139
2019-01-11T00:00:00,0.000,0.004,0.000,0.000,0.035
2019-01-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-15T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-16T00:00:00,0.000,0.000,0.000,0.002,0.000
2019-01-17T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-18T00:00:00,0.233,0.041,0.000,0.015,0.000
2019-01-19T00:00:00,0.032,0.000,0.000,0.027,0.000
2019-01-20T00:00:00,0.000,0.000,0.002,0.000,0.000
2019-01-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-01-22T00:00:00,0.000,0.015,0.000,0.000,0.000
2019-01-23T00:00:00,0.000,2.447,0.000,0.000,0.000
2019-01-24T00:00:00,0.001,0.356,0.002,0.000,0.197
2019-01-25T00:00:00,0.000,0.329,0.000,0.000,0.000
2019-01-26T00:00:00,0.018,0.906,0.027,0.000,0.270
2019-01-27T00:00:00,0.008,4.051,0.012,0.000,0.097
2019-01-28T00:00:00,0.021,0.053,0.013,0.013,0.090
2019-01-29T00:00:00,0.012,0.233,0.004,0.012,0.161
2019-01-30T00:00:00,0.167,0.019,0.954,3.979,0.124
2019-01-31T00:00:00,0.000,0.000,0.000,0.219,0.000
2019-02-01T00:00:00,0.037,0.000,0.000,0.018,0.000
2019-02-02T00:00:00,0.013,0.041,0.018,0.000,0.121
2019-02-03T00:00:00,0.013,0.000,0.000,0.042,0.000
2019-02-04T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-02-05T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-02-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-02-07T00:00:00,0.000,0.001,0.000,0.000,0.000
2019-02-08T00:00:00,0.031,5.527,0.052,0.000,0.946
2019-02-09T00:00:00,0.327,4.708,1.885,1.065,4.716
2019-02-10T00:00:00,0.579,8.724,1.963,2.661,4.521
2019-02-11T00:00:00,0.015,0.000,0.002,0.480,0.019
2019-02-12T00:00:00,0.169,0.009,0.000,0.026,0.000
2019-02-13T00:00:00,0.036,0.000,0.000,0.032,0.000
2019-02-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-02-15T00:00:00,0.000,0.130,0.000,0.000,0.000
2019-02-16T00:00:00,0.014,1.701,0.000,0.125,0.043
2019-02-17T00:00:00,0.074,3.231,0.791,1.996,5.538
2019-02-18T00:00:00,0.271,0.342,9.437,7.997,0.111
2019-02-19T00:00:00,0.106,0.167,1.675,3.965,1.240
2019-02-20T00:00:00,0.086,0.447,1.003,1.581,0.714
2019-02-21T00:00:00,0.000,0.989,0.003,0.022,0.005
2019-02-22T00:00:00,0.000,1.619,0.000,0.000,0.000
2019-02-23T00:00:00,0.003,0.097,0.201,0.214,0.000
2019-02-24T00:00:00,0.055,0.000,0.980,2.517,0.097
2019-02-25T00:00:00,0.048,0.010,0.000,0.885,0.000
2019-02-26T00:00:00,0.716,1.619,0.455,2.032,2.193
2019-02-27T00:00:00,0.140,0.866,0.182,6.306,0.000
2019-02-28T00:00:00,0.200,4.871,3.578,1.662,5.218
2019-03-01T00:00:00,1.137,3.642,8.665,6.065,6.712
2019-03-02T00:00:00,0.042,0.000,0.000,0.068,0.009
2019-03-03T00:00:00,0.000,0.007,0.000,0.000,0.000
2019-03-04T00:00:00,0.342,0.568,0.089,0.582,0.082
2019-03-05T00:00:00,0.081,0.143,1.624,2.517,0.811
2019-03-06T00:00:00,0.132,0.801,4.109,1.978,11.656
2019-03-07T00:00:00,0.202,0.001,2.718,3.809,0.119
2019-03-08T00:00:00,0.055,0.001,0.000,0.181,0.000
2019-03-09T00:00:00,0.011,0.369,0.248,0.207,0.001
2019-03-10T00:00:00,0.002,0.482,0.006,0.036,0.559
2019-03-11T00:00:00,0.005,0.098,0.012,0.002,1.007
2019-03-12T00:00:00,0.000,0.002,0.000,0.000,0.005
2019-03-13T00:00:00,0.001,0.016,0.001,0.257,0.000
2019-03-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-03-15T00:00:00,0.033,0.405,0.000,0.147,0.000
2019-03-16T00:00:00,0.110,0.043,0.029,1.838,0.122
2019-03-17T00:00:00,0.638,0.000,0.132,2.055,0.016
2019-03-18T00:00:00,0.290,0.022,0.117,0.470,0.000
2019-03-19T00:00:00,0.125,0.396,0.901,3.055,2.985
2019-03-20T00:00:00,0.154,0.280,3.283,1.283,1.798
2019-03-21T00:00:00,0.296,1.387,0.272,2.101,3.692
2019-03-22T00:00:00,0.408,0.569,0.401,1.110,0.244
2019-03-23T00:00:00,0.841,0.028,1.295,2.663,0.345
2019-03-24T00:00:00,0.391,0.008,0.008,1.892,0.057
2019-03-25T00:00:00,0.021,0.000,0.000,0.023,0.000
2019-03-26T00:00:00,0.172,0.226,0.010,0.090,0.151
2019-03-27T00:00:00,0.943,4.653,3.786,2.507,8.629
2019-03-28T00:00:00,0.215,0.435,1.888,1.468,0.043
2019-03-29T00:00:00,0.026,0.000,0.000,0.030,0.000
2019-03-30T00:00:00,0.304,0.000,0.013,0.453,0.067
2019-03-31T00:00:00,1.302,6.029,8.999,4.302,7.549
2019-04-01T00:00:00,1.825,1.872,15.161,5.571,14.312
2019-04-02T00:00:00,1.262,0.613,2.161,5.532,0.776
2019-04-03T00:00:00,0.305,0.965,5.799,13.110,3.167
2019-04-04T00:00:00,0.093,0.006,0.009,0.625,0.000
2019-04-05T00:00:00,0.029,0.023,7.735,2.430,0.283
2019-04-06T00:00:00,0.010,1.698,0.255,0.042,7.192
2019-04-07T00:00:00,0.093,1.291,11.706,0.309,15.404
2019-04-08T00:00:00,1.826,1.495,5.159,1.543,1.952
2019-04-09T00:00:00,0.292,0.058,6.149,1.794,19.960
2019-04-10T00:00:00,0.221,3.397,8.938,10.605,2.927
2019-04-11T00:00:00,0.000,0.000,0.000,0.213,0.000
2019-04-12T00:00:00,0.000,0.014,0.052,0.000,0.039
2019-04-13T00:00:00,0.001,0.016,0.009,0.015,0.883
2019-04-14T00:00:00,0.081,0.007,1.391,1.016,3.121
2019-04-15T00:00:00,0.656,0.406,5.804,1.261,5.880
2019-04-16T00:00:00,2.540,0.091,9.335,1.883,13.383
2019-04-17T00:00:00,0.896,1.568,12.850,3.460,13.737
2019-04-18T00:00:00,0.329,5.002,0.453,0.217,1.376
2019-04-19T00:00:00,0.632,1.558,0.782,2.544,2.993
2019-04-20T00:00:00,0.228,0.862,0.112,1.540,0.616
2019-04-21T00:00:00,0.403,0.416,4.292,2.437,2.378
2019-04-22T00:00:00,0.579,2.643,1.551,0.182,9.610
2019-04-23T00:00:00,0.717,0.617,0.632,0.172,2.499
2019-04-24T00:00:00,0.514,1.005,0.454,0.734,0.075
2019-04-25T00:00:00,0.000,0.068,0.420,0.122,0.100
2019-04-26T00:00:00,0.307,0.453,0.051,0.450,0.523
2019-04-27T00:00:00,0.052,1.052,3.903,0.590,1.706
2019-04-28T00:00:00,0.172,1.454,9.699,0.947,16.063
2019-04-29T00:00:00,0.551,0.383,13.397,6.310,23.485
2019-04-30T00:00:00,0.216,3.190,12.044,8.715,5.591
2019-05-01T00:00:00,0.881,1.837,20.119,14.970,8.658
2019-05-02T00:00:00,0.197,0.516,26.073,9.793,24.599
2019-05-03T00:00:00,0.085,0.341,5.580,6.371,23.024
2019-05-04T00:00:00,0.164,1.374,7.581,0.873,12.719
2019-05-05T00:00:00,2.246,0.211,41.282,13.403,17.833
2019-05-06T00:00:00,0.598,0.000,5.391,11.013,1.401
2019-05-07T00:00:00,0.585,0.009,4.388,15.057,0.428
2019-05-08T00:00:00,0.088,0.071,1.495,1.545,2.003
2019-05-09T00:00:00,0.697,0.079,3.856,11.886,5.431
2019-05-10T00:00:00,0.640,0.161,4.584,6.244,5.121
2019-05-11T00:00:00,0.092,0.075,4.866,5.270,5.696
2019-05-12T00:00:00,2.018,0.147,2.477,10.324,3.437
2019-05-13T00:00:00,0.484,0.767,3.827,13.577,9.640
2019-05-14T00:00:00,3.440,0.211,8.427,5.151,6.053
2019-05-15T00:00:00,2.349,1.703,8.405,5.769,4.038
2019-05-16T00:00:00,0.202,0.342,4.543,1.018,3.004
2019-05-17T00:00:00,0.325,3.441,8.761,1.929,8.318
2019-05-18T00:00:00,0.831,1.099,8.756,7.122,12.295
2019-05-19T00:00:00,0.354,0.086,4.491,4.431,30.241
2019-05-20T00:00:00,0.880,0.064,2.369,5.104,2.416
2019-05-21T00:00:00,0.205,0.919,3.787,2.426,8.466
2019-05-22T00:00:00,0.783,5.113,10.079,4.002,13.238
2019-05-23T00:00:00,4.330,4.020,27.194,9.236,13.168
2019-05-24T00:00:00,1.763,1.009,7.552,5.143,12.400
2019-05-25T00:00:00,0.213,0.046,11.440,1.153,12.160
2019-05-26T00:00:00,0.191,4.716,8.679,15.163,5.674
2019-05-27T00:00:00,0.760,0.311,5.256,11.376,15.454
2019-05-28T00:00:00,1.086,4.659,3.661,1.965,12.169
2019-05-29T00:00:00,0.419,0.127,2.578,0.561,5.793
2019-05-30T00:00:00,3.895,1.120,7.575,1.984,8.244
2019-05-31T00:00:00,2.935,0.858,5.899,2.051,10.509
2019-06-01T00:00:00,0.351,0.241,4.993,0.953,4.314
2019-06-02T00:00:00,0.006,3.259,0.206,0.085,8.440
2019-06-03T00:00:00,0.485,6.180,0.635,0.109,12.092
2019-06-04T00:00:00,0.554,4.205,15.227,9.987,3.585
2019-06-05T00:00:00,0.279,0.395,3.564,0.498,2.639
2019-06-06T00:00:00,1.313,0.346,1.539,1.302,1.896
2019-06-07T00:00:00,1.384,0.657,6.608,4.209,1.115
2019-06-08T00:00:00,1.131,1.954,2.030,9.931,4.401
2019-06-09T00:00:00,1.524,0.677,3.180,18.666,10.110
2019-06-10T00:00:00,0.916,2.497,7.004,14.954,4.816
2019-06-11T00:00:00,1.978,0.856,5.367,3.391,21.760
2019-06-12T00:00:00,0.866,2.168,4.713,0.612,5.620
2019-06-13T00:00:00,0.013,0.216,0.540,0.077,0.015
2019-06-14T00:00:00,0.254,0.000,14.824,2.065,0.264
2019-06-15T00:00:00,0.206,2.294,10.915,19.108,26.579
2019-06-16T00:00:00,0.726,2.345,14.910,12.885,6.192
2019-06-17T00:00:00,0.799,1.212,8.339,8.395,13.411
2019-06-18T00:00:00,3.441,0.194,3.510,5.606,7.602
2019-06-19T00:00:00,2.226,0.736,2.943,0.701,6.243
2019-06-20T00:00:00,0.198,0.042,2.902,0.865,1.480
2019-06-21T00:00:00,1.488,0.805,7.681,7.489,4.173
2019-06-22T00:00:00,0.178,0.043,6.464,7.192,4.728
2019-06-23T00:00:00,0.728,1.652,0.701,7.273,2.425
2019-06-24T00:00:00,0.222,5.985,1.490,9.346,2.920
2019-06-25T00:00:00,2.827,0.453,3.685,14.251,15.862
2019-06-26T00:00:00,4.136,0.450,26.414,15.983,38.542
2019-06-27T00:00:00,1.598,2.928,18.574,22.031,24.315
2019-06-28T00:00:00,0.456,2.925,18.918,16.006,24.105
2019-06-29T00:00:00,0.291,0.223,6.822,5.409,21.274
2019-06-30T00:00:00,0.482,0.108,1.168,0.853,3.739
2019-07-01T00:00:00,0.596,0.854,0.640,0.260,1.398
2019-07-02T00:00:00,2.222,1.090,10.352,17.268,8.869
2019-07-03T00:00:00,5.199,2.306,10.607,19.793,0.626
2019-07-04T00:00:00,9.181,5.643,12.264,11.002,3.589
2019-07-05T00:00:00,7.476,4.224,8.949,9.907,3.405
2019-07-06T00:00:00,3.278,1.908,6.437,3.081,20.233
2019-07-07T00:00:00,4.267,5.569,17.984,27.364,28.619
2019-07-08T00:00:00,6.261,9.720,13.501,21.024,28.884
2019-07-09T00:00:00,9.835,6.576,31.567,29.661,50.057
2019-07-10T00:00:00,9.368,4.580,26.615,33.341,42.539
2019-07-11T00:00:00,12.290,6.524,21.025,27.308,42.429
2019-07-12T00:00:00,12.394,5.707,12.967,23.819,28.825
2019-07-13T00:00:00,17.523,8.551,12.199,31.605,51.294
2019-07-14T00:00:00,8.217,6.146,6.968,19.204,49.374
2019-07-15T00:00:00,14.781,6.446,29.867,15.253,55.224
2019-07-16T00:00:00,5.461,6.613,18.972,20.094,19.854
2019-07-17T00:00:00,3.330,6.953,4.108,3.984,7.334
2019-07-18T00:00:00,3.190,1.290,0.768,0.866,0.188
2019-07-19T00:00:00,11.557,4.565,7.043,1.617,10.126
2019-07-20T00:00:00,0.667,4.125,2.616,4.156,8.914
2019-07-21T00:00:00,3.231,1.759,2.666,10.891,18.473
2019-07-22T00:00:00,4.590,4.009,6.265,22.442,26.236
2019-07-23T00:00:00,8.622,5.768,16.783,20.909,39.863
2019-07-24T00:00:00,3.442,3.599,8.692,10.561,40.002
2019-07-25T00:00:00,0.431,4.374,3.621,5.981,18.537
2019-07-26T00:00:00,5.114,1.419,20.152,10.314,7.103
2019-07-27T00:00:00,7.311,4.073,12.604,8.251,20.366
2019-07-28T00:00:00,0.746,3.763,3.577,3.361,6.120
2019-07-29T00:00:00,1.488,2.990,11.024,11.026,4.811
2019-07-30T00:00:00,11.434,9.611,3.848,12.238,3.484
2019-07-31T00:00:00,4.993,3.072,10.798,24.751,3.011
2019-08-01T00:00:00,4.079,10.403,25.599,11.568,5.946
2019-08-02T00:00:00,5.630,13.188,6.850,3.387,6.361
2019-08-03T00:00:00,6.744,4.210,14.710,7.975,4.568
2019-08-04T00:00:00,3.687,7.339,2.036,1.794,2.390
2019-08-05T00:00:00,11.014,7.827,4.702,5.320,8.277
2019-08-06T00:00:00,7.326,7.048,0.557,1.972,1.374
2019-08-07T00:00:00,6.760,5.001,2.220,0.938,21.747
2019-08-08T00:00:00,15.676,8.977,7.712,1.922,19.091
2019-08-09T00:00:00,5.259,2.567,8.825,6.142,4.575
2019-08-10T00:00:00,0.609,3.515,3.181,1.598,5.302
2019-08-11T00:00:00,1.828,4.787,3.232,0.650,1.832
2019-08-12T00:00:00,12.982,5.823,2.279,1.769,0.760
2019-08-13T00:00:00,6.309,6.029,9.546,1.406,20.749
2019-08-14T00:00:00,3.065,3.674,10.186,10.224,21.322
2019-08-15T00:00:00,1.643,1.317,13.058,9.809,12.577
2019-08-16T00:00:00,0.099,1.152,11.076,4.711,10.767
2019-08-17T00:00:00,0.861,5.485,3.671,0.351,13.776
2019-08-18T00:00:00,0.026,0.695,5.766,3.550,3.460
2019-08-19T00:00:00,0.187,1.127,0.184,14.168,2.891
2019-08-20T00:00:00,0.089,1.766,1.631,6.162,0.444
2019-08-21T00:00:00,0.254,0.244,1.468,1.242,0.711
2019-08-22T00:00:00,0.875,0.544,0.883,0.828,2.658
2019-08-23T00:00:00,0.327,3.076,4.235,6.248,2.745
2019-08-24T00:00:00,2.108,1.228,13.543,6.952,17.547
2019-08-25T00:00:00,1.261,8.143,2.316,0.023,14.415
2019-08-26T00:00:00,0.082,2.021,0.187,0.035,2.320
2019-08-27T00:00:00,0.076,1.137,5.891,0.983,1.148
2019-08-28T00:00:00,0.100,0.321,4.539,8.174,0.016
2019-08-29T00:00:00,0.101,0.393,1.695,0.125,8.325
2019-08-30T00:00:00,4.418,2.960,0.633,11.658,8.614
2019-08-31T00:00:00,4.859,2.992,19.523,5.583,24.041
2019-09-01T00:00:00,2.571,1.345,4.394,2.148,2.839
2019-09-02T00:00:00,6.132,3.382,0.230,2.942,0.486
2019-09-03T00:00:00,9.279,9.203,5.344,2.384,9.860
2019-09-04T00:00:00,7.402,11.083,6.344,2.422,17.004
2019-09-05T00:00:00,2.786,6.147,12.527,6.120,3.194
2019-09-06T00:00:00,0.504,2.606,5.776,6.190,12.143
2019-09-07T00:00:00,1.353,3.328,7.098,0.813,5.580
2019-09-08T00:00:00,1.707,4.188,17.013,6.585,7.892
2019-09-09T00:00:00,3.220,0.155,7.253,30.059,6.996
2019-09-10T00:00:00,3.453,0.657,4.402,29.489,5.756
2019-09-11T00:00:00,1.968,0.836,9.827,11.791,9.972
2019-09-12T00:00:00,1.452,3.319,7.843,6.992,9.159
2019-09-13T00:00:00,6.187,1.512,22.002,11.011,35.489
2019-09-14T00:00:00,7.022,2.468,13.489,13.071,21.110
2019-09-15T00:00:00,1.710,1.109,2.897,17.358,8.647
2019-09-16T00:00:00,4.559,1.115,7.013,17.478,15.139
2019-09-17T00:00:00,2.995,4.611,10.786,7.576,16.625
2019-09-18T00:00:00,1.665,6.377,4.971,1.675,14.914
2019-09-19T00:00:00,2.115,1.991,1.378,2.190,1.121
2019-09-20T00:00:00,5.960,4.829,0.363,0.875,2.406
2019-09-21T00:00:00,0.998,0.130,2.207,1.387,2.790
2019-09-22T00:00:00,2.694,1.026,2.382,2.990,6.852
2019-09-23T00:00:00,2.286,1.158,18.851,15.411,17.242
2019-09-24T00:00:00,9.091,5.381,18.403,36.124,27.353
2019-09-25T00:00:00,0.183,1.049,16.666,4.569,49.145
2019-09-26T00:00:00,0.011,2.554,10.189,0.846,8.673
2019-09-27T00:00:00,0.036,2.581,4.653,4.119,1.361
2019-09-28T00:00:00,1.526,6.687,1.588,1.745,14.812
2019-09-29T00:00:00,4.990,6.520,9.524,5.531,21.813
2019-09-30T00:00:00,1.829,2.661,4.536,0.762,19.169
2019-10-01T00:00:00,1.664,4.103,11.668,6.493,29.827
2019-10-02T00:00:00,0.396,0.608,3.892,0.554,6.621
2019-10-03T00:00:00,0.012,1.889,6.260,0.108,2.216
2019-10-04T00:00:00,0.269,0.578,4.084,2.026,0.342
2019-10-05T00:00:00,0.071,0.003,5.529,0.465,10.211
2019-10-06T00:00:00,0.013,3.496,0.395,2.781,2.752
2019-10-07T00:00:00,0.233,0.966,7.818,8.541,0.845
2019-10-08T00:00:00,0.147,0.198,5.489,1.338,21.092
2019-10-09T00:00:00,1.586,1.684,8.402,4.739,7.051
2019-10-10T00:00:00,1.520,0.294,5.887,14.665,5.819
2019-10-11T00:00:00,0.513,0.735,2.438,2.621,2.562
2019-10-12T00:00:00,1.913,2.150,0.266,2.920,1.711
2019-10-13T00:00:00,0.018,0.000,0.000,0.025,0.081
2019-10-14T00:00:00,0.079,0.000,0.000,0.219,0.000
2019-10-15T00:00:00,0.336,0.000,0.000,0.599,0.000
2019-10-16T00:00:00,0.319,0.000,2.160,0.825,0.020
2019-10-17T00:00:00,0.424,0.000,0.015,0.705,0.119
2019-10-18T00:00:00,0.000,0.043,0.191,0.000,0.091
2019-10-19T00:00:00,0.059,0.000,0.000,0.066,0.000
2019-10-20T00:00:00,0.179,0.000,0.027,0.070,0.001
2019-10-21T00:00:00,0.150,0.031,0.077,3.096,0.043
2019-10-22T00:00:00,2.346,0.137,2.466,6.116,0.014
2019-10-23T00:00:00,0.224,0.000,0.518,5.364,0.000
2019-10-24T00:00:00,0.699,0.170,0.870,2.090,0.454
2019-10-25T00:00:00,1.850,0.512,5.962,8.191,3.747
2019-10-26T00:00:00,3.191,0.229,30.938,11.737,18.387
2019-10-27T00:00:00,10.645,0.807,15.397,10.596,5.874
2019-10-28T00:00:00,0.262,0.000,1.214,2.161,0.000
2019-10-29T00:00:00,0.044,0.000,0.000,0.047,0.000
2019-10-30T00:00:00,0.116,0.000,0.000,0.157,0.000
2019-10-31T00:00:00,0.000,0.000,0.000,0.004,0.000
2019-11-01T00:00:00,0.768,0.062,0.034,0.370,0.004
2019-11-02T00:00:00,2.767,0.168,0.107,1.613,0.015
2019-11-03T00:00:00,1.426,0.000,0.000,1.564,0.000
2019-11-04T00:00:00,0.245,0.000,0.000,0.187,0.000
2019-11-05T00:00:00,0.284,0.859,0.645,0.205,0.251
2019-11-06T00:00:00,0.287,4.595,1.385,0.377,3.996
2019-11-07T00:00:00,0.248,0.173,0.161,0.138,0.019
2019-11-08T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-11-09T00:00:00,0.000,0.000,0.676,0.004,0.133
2019-11-10T00:00:00,0.073,0.000,2.111,0.255,0.526
2019-11-11T00:00:00,0.094,0.000,2.119,1.732,0.302
2019-11-12T00:00:00,0.047,0.000,0.671,1.568,0.008
2019-11-13T00:00:00,0.000,0.000,0.000,0.005,0.000
2019-11-14T00:00:00,0.000,0.000,0.000,0.003,0.000
2019-11-15T00:00:00,0.000,0.000,0.000,0.001,0.000
2019-11-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-11-17T00:00:00,0.000,0.000,0.021,0.002,0.000
2019-11-18T00:00:00,0.090,0.004,0.186,1.726,0.060
2019-11-19T00:00:00,0.061,0.000,0.000,1.968,0.000
2019-11-20T00:00:00,0.593,0.000,1.001,0.833,0.247
2019-11-21T00:00:00,0.589,0.000,0.187,0.699,0.000
2019-11-22T00:00:00,0.000,0.000,0.000,0.000,0.002
2019-11-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-11-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-11-25T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-11-26T00:00:00,0.000,0.007,0.000,0.007,0.000
2019-11-27T00:00:00,0.002,0.001,0.000,0.025,0.000
2019-11-28T00:00:00,0.000,0.058,0.000,0.000,0.000
2019-11-29T00:00:00,0.000,2.895,0.000,0.000,0.000
2019-11-30T00:00:00,0.248,0.000,0.000,0.025,0.000
2019-12-01T00:00:00,0.082,0.000,1.897,1.227,0.003
2019-12-02T00:00:00,0.004,0.000,0.022,0.144,0.000
2019-12-03T00:00:00,0.000,0.000,0.000,0.001,0.000
2019-12-04T00:00:00,0.005,0.073,0.000,0.048,0.000
2019-12-05T00:00:00,0.000,0.000,0.000,0.042,0.000
2019-12-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-07T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-08T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-11T00:00:00,0.002,0.028,0.000,0.003,0.000
2019-12-12T00:00:00,0.051,0.067,0.002,0.008,0.158
2019-12-13T00:00:00,0.000,0.015,0.000,0.008,0.000
2019-12-14T00:00:00,0.101,7.488,0.098,0.008,1.924
2019-12-15T00:00:00,0.124,10.123,0.012,0.032,1.164
2019-12-16T00:00:00,0.364,0.089,0.003,0.066,0.000
2019-12-17T00:00:00,0.034,0.000,0.021,0.623,0.001
2019-12-18T00:00:00,0.206,0.000,0.038,0.698,0.000
2019-12-19T00:00:00,0.000,0.000,0.000,0.005,0.000
2019-12-20T00:00:00,0.006,0.000,0.000,0.043,0.000
2019-12-21T00:00:00,0.004,0.001,0.000,0.205,0.000
2019-12-22T00:00:00,0.000,0.011,0.000,0.012,0.000
2019-12-23T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-25T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-26T00:00:00,0.000,0.000,0.000,0.086,0.000
2019-12-27T00:00:00,0.000,0.000,0.012,0.000,0.018
2019-12-28T00:00:00,0.000,0.000,0.430,0.177,0.064
2019-12-29T00:00:00,0.000,0.000,0.000,0.120,0.010
2019-12-30T00:00:00,0.000,0.000,0.000,0.000,0.000
2019-12-31T00:00:00,0.000,0.000,0.000,0.000,0.000
2020-01-01T00:00:00,0.000,0.000,0.065,0.000,0.000
2020-01-02T00:00:00,0.003,0.000,0.519,0.016,0.938
2020-01-03T00:00:00,0.074,0.039,0.529,0.083,0.761
2020-01-04T00:00:00,0.894,1.217,4.355,4.314,7.721
2020-01-05T00:00:00,1.184,0.235,0.347,2.877,0.362
